,Date,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa)
,2025-02-1,21.9,28.5,22.6,,,S,31.0,15:57,25.3,91,8.0,ESE,19,1019.0,27.1,68,3.0,SE,20,1019.3
,2025-02-2,20.5,28.5,0.0,,,S,33.0,13:00,23.0,72,8.0,SW,19,1019.6,27.3,64,,SSE,22,1017.9
,2025-02-3,20.6,28.6,5.6,,,E,28.0,12:19,24.4,84,1.0,SW,11,1018.3,27.3,66,,E,17,1016.7
,2025-02-4,20.2,28.5,0.2,,,NNE,30.0,12:29,23.4,82,8.0, ,Calm,1016.0,27.0,68,8.0,NE,20,1013.7
,2025-02-5,22.2,29.4,0.0,,,NNE,43.0,14:28,25.5,70,7.0,NNW,7,1013.0,27.4,69,,NE,30,1010.8
,2025-02-6,18.8,28.8,0.0,,,NE,26.0,09:54,23.4,86,8.0,S,7,1014.0,28.2,67,,E,15,1013.1
,2025-02-7,18.7,28.2,0.0,,,ESE,24.0,13:11,24.7,75,,SW,9,1013.1,27.2,60,,ESE,17,1011.5
,2025-02-8,17.0,28.3,0.0,,,NNE,39.0,15:48,25.2,64,,WNW,4,1011.3,27.4,62,,NE,24,1009.1
,2025-02-9,19.1,29.1,0.0,,,NE,43.0,13:11,26.0,65,,N,17,1011.0,27.9,58,,NE,28,1009.3
,2025-02-10,22.2,30.2,0.0,,,NNE,46.0,12:46,25.7,72,8.0,NW,17,1011.8,27.1,69,2.0,NE,31,1009.5
,2025-02-11,21.0,31.3,1.8,,,WSW,63.0,16:15,25.7,74,6.0,N,15,1011.5,25.9,80,8.0,NE,28,1009.6
,2025-02-12,19.7,29.1,16.6,,,ENE,46.0,19:18,25.4,81,8.0,NE,13,1012.4,26.4,75,8.0,NNE,26,1010.8
,2025-02-13,21.1,28.3,44.6,,,NNE,33.0,23:11,23.8,89,8.0,WNW,2,1014.4,27.4,65,3.0,NE,17,1011.6
,2025-02-14,19.8,28.5,0.4,,,NE,41.0,13:53,25.8,72,,S,9,1010.1,27.0,69,1.0,NE,30,1006.7
,2025-02-15,23.8,30.0,0.0,,,N,37.0,23:03,26.4,74,5.0,N,9,1002.4,29.3,63,8.0,NNE,13,1000.3
,2025-02-16,20.1,26.2,1.2,,,SSW,54.0,17:24,22.7,69,1.0,SSW,33,1007.1,25.9,59,1.0,S,31,1007.5
,2025-02-17,16.3,,0.0,,,,,,21.8,51,,SW,22,1017.7,24.1,56,4.0,SSE,24,1016.0
