,Date,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa)
,2024-02-1,18.7,38.0,0.0,,,ESE,44.0,11:35,29.0,11,,ESE,22,1011.7,37.6,11,,S,22,1006.9
,2024-02-2,17.4,39.2,0.0,,,ESE,50.0,10:13,31.8,12,,E,28,1009.2,37.8,11,5.0,ESE,22,1003.9
,2024-02-3,25.9,36.4,0.0,,,ENE,48.0,11:54,32.0,14,8.0,SE,13,1006.2,33.2,20,8.0,ESE,20,1004.4
,2024-02-4,26.2,39.9,0.0,,,S,50.0,14:12,32.2,24,8.0,SE,6,1004.1,37.7,14,4.0,SSW,22,999.7
,2024-02-5,28.6,43.4,0.0,,,SSW,50.0,17:02,35.9,20,,NW,26,1002.2,42.8,10,7.0,SW,19,1000.1
,2024-02-6,24.2,34.8,0.0,,,SSE,48.0,02:32,27.9,29,,SE,28,1012.3,33.3,23,2.0,SE,24,1008.9
,2024-02-7,21.3,34.2,0.0,,,SSE,56.0,15:42,22.4,73,,ESE,22,1014.7,32.6,34,1.0,ESE,26,1011.7
,2024-02-8,17.7,35.2,0.0,,,ESE,52.0,14:29,26.0,21,,ESE,19,1015.1,33.4,12,,ESE,26,1012.6
,2024-02-9,16.2,36.7,0.0,,,ESE,56.0,11:42,29.8,22,,ESE,28,1015.9,35.4,17,,ESE,24,1011.5
,2024-02-10,21.8,38.2,0.0,,,ESE,46.0,17:26,31.0,34,,SE,17,1013.6,35.8,26,1.0,SE,28,1009.5
,2024-02-11,24.4,36.7,0.0,,,NE,39.0,00:15,31.3,45,,E,19,1011.8,30.9,55,,W,9,1008.9
,2024-02-12,23.4,35.5,7.4,,,SSW,50.0,14:14,31.2,47,,E,11,1010.9,29.4,70,8.0,NNE,11,1007.0
,2024-02-13,22.6,39.4,8.4,,,S,41.0,13:36,30.9,56,,NW,7,1010.2,38.2,14,,SSE,22,1005.6
,2024-02-14,21.5,39.7,0.0,,,SSE,59.0,14:54,31.8,30,,SSE,24,1010.2,37.9,16,,SE,31,1008.3
,2024-02-15,21.4,39.1,0.0,,,SE,59.0,12:55,29.6,29,,E,20,1012.2,37.6,14,,SSE,28,1007.7
,2024-02-16,22.0,37.9,0.0,,,SSE,57.0,14:38,29.3,28,,E,20,1012.0,36.4,11,,SSE,30,1008.0
,2024-02-17,26.2,38.4,0.0,,,,,,28.7,54,,SE,17,1011.4,38.2,23,,E,33,1007.7
,2024-02-18,27.8,34.9,,,,ENE,52.0,14:21,29.6,53,,E,28,1011.7,34.3,35,8.0,E,31,1008.4
,2024-02-19,24.7,38.1,0.0,,,ESE,44.0,16:37,29.8,54,,E,17,1012.5,37.0,24,1.0,E,30,1008.3
,2024-02-20,24.2,38.5,0.0,,,S,50.0,19:05,31.4,47,, ,Calm,1011.0,37.8,21,3.0,NNE,11,1006.6
,2024-02-21,24.7,40.7,0.0,,,S,48.0,16:32,30.7,47,,N,17,1009.4,39.1,13,,SE,26,1004.9
,2024-02-22,24.1,42.1,0.0,,,S,46.0,14:51,33.0,37,,W,17,1008.5,40.8,10,,SW,20,1004.4
,2024-02-23,21.4,40.7,0.0,,,E,52.0,11:23,33.9,31,,E,7,1009.9,39.4,15,,ESE,28,1006.5
,2024-02-24,23.0,38.9,0.0,,,SE,41.0,17:08,26.4,33,,ESE,15,1011.0,37.6,19,,NE,13,1006.9
,2024-02-25,22.3,39.4,0.0,,,E,37.0,15:33,29.8,31,,E,22,1010.6,38.7,14,,ENE,22,1006.5
,2024-02-26,22.7,40.1,0.0,,,SSE,44.0,14:20,30.6,22,,E,22,1011.4,37.6,15,,E,31,1008.3
,2024-02-27,19.9,40.3,0.0,,,,,,34.3,21,,NNE,17,1009.4,39.4,14,,NE,22,1004.7
,2024-02-28,26.3,40.5,,,,ENE,50.0,19:43,29.6,55,,NNW,11,1008.6,40.4,23,1.0,ESE,20,1004.5
,2024-02-29,27.7,37.2,0.0,,,SE,56.0,14:20,31.8,54,,SW,4,1010.1,32.9,47,4.0,NE,6,1005.5
