,Date,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa)
,2024-07-1,7.9,14.6,1.8,,,S,41.0,11:24,11.6,60,,SW,20.0,1024.7,13.7,65,7.0,SSW,31,1025.0
,2024-07-2,9.8,14.9,8.8,,,S,39.0,14:19,11.3,80,8.0,SW,17.0,1031.0,13.7,72,8.0,S,31,1030.4
,2024-07-3,10.2,16.2,8.2,,,SSW,39.0,10:30,12.8,79,3.0,SW,24.0,1034.8,14.5,67,8.0,SSW,31,1033.4
,2024-07-4,11.3,16.7,12.4,,,SSE,41.0,08:54,16.0,59,7.0,SSE,33.0,1036.1,14.6,77,7.0,SSW,20,1034.9
,2024-07-5,11.4,16.0,13.6,,,SE,37.0,01:22,12.8,85,5.0,SW,19.0,1038.5,15.4,63,8.0,S,13,1037.7
,2024-07-6,12.1,16.0,0.4,,,S,35.0,13:39,13.5,65,8.0,SW,15.0,1040.2,12.7,80,8.0,SSW,19,1037.4
,2024-07-7,10.9,16.1,0.2,,,SSW,26.0,08:10,12.7,80,7.0,SW,13.0,1035.3,15.5,80,,S,15,1031.5
,2024-07-8,12.6,18.0,4.2,,,N,33.0,21:29,13.9,93,8.0,NW,7.0,1027.5,16.7,75,8.0,NNE,17,1023.1
,2024-07-9,13.8,18.7,0.4,,,NNW,35.0,05:40,14.1,83,8.0,NW,15.0,1020.1,17.3,77,,ENE,19,1017.4
,2024-07-10,12.9,20.2,0.0,,,W,35.0,01:43,14.5,63,5.0,WNW,20.0,1020.6,18.0,51,8.0,WSW,17,1019.5
,2024-07-11,9.4,17.1,0.0,,,WSW,24.0,01:36,14.4,58,,N,6.0,1022.2,16.1,54,7.0,NNW,17,1018.7
,2024-07-12,10.5,17.4,0.0,,,S,35.0,16:06,14.5,47,8.0,W,9.0,1014.2,15.7,53,,S,26,1011.2
,2024-07-13,12.0,16.8,0.0,,,SSW,41.0,11:00,13.5,58,7.0,SW,20.0,1012.0,16.7,43,,WSW,17,1009.8
,2024-07-14,10.1,16.2,0.0,,,WNW,39.0,20:00,12.5,55,,W,17.0,1011.5,15.5,41,1.0,W,19,1008.8
,2024-07-15,8.0,14.4,0.0,,,WNW,50.0,11:10,10.1,50,,WSW,20.0,1006.9,13.5,40,,WNW,9,1002.9
,2024-07-16,10.0,16.6,0.0,,,NW,35.0,03:07,11.9,52,8.0,W,17.0,999.4,15.5,49,6.0,W,20,999.6
,2024-07-17,11.8,18.3,0.0,,,W,28.0,01:21,14.9,51,1.0,W,17.0,1005.2,16.6,58,,SSW,20,1005.1
,2024-07-18,9.4,17.9,0.0,,,SW,28.0,12:01,13.4,57,,W,13.0,1012.6,16.3,40,,WSW,19,1011.2
,2024-07-19,8.1,15.4,0.0,,,W,26.0,00:17,10.5,47,,W,17.0,1015.0,13.4,41,7.0,NNW,9,1011.1
,2024-07-20,10.3,16.3,0.0,,,N,26.0,00:06,14.3,54,,NNW,2.0,1000.9,14.3,41,, ,Calm,1001.9
,2024-07-21,10.7,17.7,0.0,,,W,63.0,10:56,13.3,45,,WSW,9.0,1015.6,17.2,33,,SW,17,1017.5
,2024-07-22,11.5,19.8,0.0,,,,,,15.2,55,,W,15.0,1024.9,19.6,42,1.0,,,1023.5
,2024-07-23,10.3,17.7,0.0,,,,,,15.2,55,,,,1026.9,16.8,60,,,,1024.2
,2024-07-24,12.1,19.2,0.0,,,,,,13.8,55,,,,1023.6,18.3,57,,,,1019.2
,2024-07-25,11.6,22.2,0.0,,,,,,14.7,63,2.0,,,1018.6,21.3,49,1.0,,,1013.3
,2024-07-26,13.1,19.5,1.4,,,,,,14.6,58,,,,1019.0,17.5,54,,,,1018.8
,2024-07-27,10.7,18.0,1.8,,,,,,13.3,82,7.0,,,1020.6,16.5,76,,,,1014.6
,2024-07-28,9.7,13.9,0.6,,,,,,10.2,50,8.0,,,1016.5,12.9,38,,,,1016.1
,2024-07-29,9.0,14.3,0.0,,,,,,10.1,42,7.0,,,1024.2,14.1,49,1.0,,,1025.7
,2024-07-30,9.4,15.5,0.0,,,,,,11.6,58,8.0,,,1033.5,14.5,57,6.0,,,1032.2
,2024-07-31,10.3,15.3,0.0,,,,,,12.6,65,6.0,,,1034.7,14.7,59,6.0,,,1033.3
