,Date,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa)
,2025-02-1,12.7,34.8,0.0,,,ESE,57.0,00:02,19.8,62,,ESE,13,1017.9,33.3,26,1.0,N,22,1014.6
,2025-02-2,19.7,36.9,0.0,,,WSW,65.0,19:14,26.9,43,,NNE,37,1014.7,35.0,29,2.0,N,33,1012.3
,2025-02-3,18.5,35.2,18.2,,,ENE,54.0,23:34,25.7,53,6.0,N,13,1011.7,33.8,31,8.0,N,22,1011.4
,2025-02-4,22.4,34.6,0.2,,,NW,56.0,02:54,26.7,45,,N,9,1009.2,31.6,40,8.0,SW,19,1008.0
,2025-02-5,12.3,25.6,0.0,,,SE,54.0,07:42,13.5,72,4.0,SE,37,1013.2,23.1,36,,SE,20,1011.8
,2025-02-6,13.5,33.8,0.0,,,ESE,54.0,23:01,19.1,73,,NNW,7,1011.3,32.9,20,,NW,30,1009.2
,2025-02-7,14.9,28.5,0.0,,,S,48.0,15:57,15.8,89,4.0,SW,15,1008.6,26.5,42,,SSE,20,1007.9
,2025-02-8,11.5,24.7,0.0,,,SE,59.0,22:23,14.4,73,2.0,SSE,30,1011.5,22.3,36,,S,28,1009.5
,2025-02-9,14.3,24.7,0.0,,,ESE,65.0,23:31,15.4,87,7.0,ESE,37,1010.7,22.2,63,2.0,SE,37,1009.5
,2025-02-10,15.1,25.4,0.0,,,SE,63.0,00:36,17.3,82,6.0,ESE,37,1013.6,23.9,51,,ESE,35,1012.3
,2025-02-11,16.2,,0.0,,,ESE,52.0,00:09,19.4,75,,ESE,24,1012.2,29.4,31,,SE,20,1010.2
,2025-02-12,14.4,34.3,0.0,,,N,33.0,15:08,24.1,55,,N,17,1010.9,32.0,27,,S,9,1008.4
,2025-02-13,22.3,32.3,0.0,,,N,70.0,09:26,23.6,56,,N,44,1004.1,31.4,36,6.0,NNW,44,1001.1
,2025-02-14,10.9,23.4,0.0,,,SSW,46.0,16:32,15.2,80,8.0,SW,13,1007.1,20.6,45,8.0,SW,24,1005.6
,2025-02-15,8.9,15.5,1.0,,,SW,61.0,12:51,10.6,83,8.0,WSW,22,1007.6,13.7,56,8.0,SSW,22,1009.7
,2025-02-16,3.9,17.7,2.6,,,SSE,44.0,09:13,9.8,73,,S,17,1016.3,15.4,43,7.0,S,26,1017.7
,2025-02-17,2.9,,0.0,,,,,,11.4,67,,S,13,1020.5,22.3,33,,NNE,7,1018.4
