,Date,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa)
,2024-06-1,13.3,17.2,20.2,,,SSE,59.0,17:31,14.0,92,8.0,SW,22,1018.7,15.0,94,8.0,SSE,20,1016.5
,2024-06-2,11.9,16.1,37.2,,,WSW,54.0,03:34,13.1,73,8.0,W,17,1017.3,14.5,75,8.0,WNW,19,1014.8
,2024-06-3,10.9,16.3,0.4,,,NW,61.0,09:09,12.5,65,,NW,37,1013.6,15.9,54,8.0,NW,31,1011.0
,2024-06-4,10.0,16.0,0.0,,,NW,63.0,10:52,12.8,58,1.0,NW,22,1016.5,14.4,55,8.0,WNW,20,1015.0
,2024-06-5,9.2,17.3,0.0,,,SW,28.0,23:45,11.0,81,7.0,NW,11,1019.2,16.9,71,7.0,SSE,6,1016.6
,2024-06-6,10.4,19.3,9.0,,,SW,48.0,20:52,13.5,84,,NW,17,1018.6,18.8,55,,WSW,11,1016.0
,2024-06-7,11.6,15.7,17.6,,,,,,12.7,91,8.0,NW,30,1014.5,15.2,71,,NW,26,1012.7
,2024-06-8,12.3,18.6,0.0,,,NW,56.0,21:31,13.8,78,7.0,NW,22,1012.6,17.5,61,,NW,31,1010.8
,2024-06-9,12.8,19.5,0.0,,,NW,50.0,08:30,14.1,73,8.0,NW,30,1017.4,17.2,60,4.0,NW,24,1016.4
,2024-06-10,9.6,18.3,0.0,,,NW,39.0,09:14,12.0,67,,NW,22,1021.6,17.3,47,,SW,19,1020.1
,2024-06-11,9.7,17.3,0.0,,,NW,65.0,22:27,11.4,75,8.0,NW,24,1021.6,16.6,54,7.0,NNW,20,1015.4
,2024-06-12,11.0,20.2,0.0,,,SSW,78.0,15:31,16.1,60,,NW,26,1009.9,18.2,38,8.0,WSW,26,1008.9
,2024-06-13,10.8,16.3,0.0,,,W,39.0,06:17,12.8,54,1.0,WSW,19,1019.9,15.5,57,8.0,WSW,13,1018.8
,2024-06-14,11.4,15.6,0.0,,,SW,41.0,14:33,12.7,77,8.0,NW,11,1019.3,14.4,89,8.0,SW,15,1016.7
,2024-06-15,12.0,15.7,48.2,,,S,57.0,14:05,13.0,84,7.0,WSW,11,1016.5,13.6,83,8.0,WSW,11,1014.0
,2024-06-16,10.5,16.2,5.6,,,W,37.0,08:39,12.5,60,,WSW,19,1015.6,15.7,43,,SW,15,1012.6
,2024-06-17,8.4,16.9,0.0,,,SSW,61.0,14:04,10.1,68,8.0,WNW,22,1013.5,14.3,77,8.0,WSW,17,1013.3
,2024-06-18,9.9,16.6,0.2,,,WSW,31.0,10:59,13.8,62,,WNW,13,1016.5,15.5,58,8.0,SSW,19,1014.2
,2024-06-19,7.2,17.1,0.0,,,WNW,28.0,11:14,10.3,72,,NW,17,1017.5,16.8,43,,WNW,4,1014.4
,2024-06-20,7.9,18.6,0.0,,,NW,33.0,13:54,11.6,66,1.0,NNW,17,1018.4,18.1,41,7.0,WNW,15,1016.0
,2024-06-21,9.9,19.0,0.0,,,WNW,41.0,20:06,13.3,72,6.0,NW,20,1018.7,14.3,77,1.0,W,13,1017.2
,2024-06-22,8.8,14.4,3.0,,,SW,50.0,12:39,12.0,73,8.0,WSW,20,1024.2,13.6,78,2.0,WSW,19,1022.5
,2024-06-23,11.7,16.4,23.0,,,SW,41.0,05:37,12.7,92,8.0,WSW,9,1023.9,14.2,82,8.0,SSW,11,1021.0
,2024-06-24,7.5,17.5,5.4,,,NW,28.0,10:03,8.2,95,8.0,NW,17,1021.0,16.4,61,,NNW,11,1018.3
,2024-06-25,7.5,20.5,0.0,,,NW,28.0,07:47,10.0,87,,NW,19,1023.0,20.1,56,,ENE,6,1020.0
,2024-06-26,9.8,20.7,0.2,,,NW,28.0,07:32,12.3,83,2.0,NW,15,1021.7,19.4,66,,NE,6,1017.6
,2024-06-27,10.6,20.1,0.0,,,NNW,22.0,11:55,13.9,66,,NW,11,1023.2,18.2,46,,SSE,9,1021.0
,2024-06-28,7.5,19.0,0.0,,,NE,24.0,19:47,10.7,72,,NW,17,1026.9,16.3,52,,ESE,7,1024.0
,2024-06-29,7.2,19.0,0.0,,,NNW,33.0,08:43,10.3,74,,NNW,24,1022.9,17.6,59,,E,6,1017.6
,2024-06-30,10.3,15.7,10.0,,,SSW,65.0,20:38,15.2,93,8.0,WSW,15,1012.9,14.6,90,8.0,SW,39,1012.9
